taxon,NAME,fips,O,H,G,bonap,usda,sum
Vitis rotundifolia var. rotundifolia,Charlton,13049,NA,3,NA,NA,NA,3
Vitis rotundifolia var. rotundifolia,Gadsden,12039,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Grady,13131,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Leon,12073,1,NA,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Thomas,13275,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Brooks,13027,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Lowndes,13185,1,2,NA,NA,NA,3
Vitis rotundifolia var. rotundifolia,Columbia,12023,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Ware,13299,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Rabun,13241,NA,4,NA,NA,NA,4
Vitis rotundifolia var. rotundifolia,Oconee,45073,1,6,NA,NA,NA,7
Vitis rotundifolia var. rotundifolia,Habersham,13137,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Stephens,13257,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Anderson,45007,NA,5,NA,NA,NA,5
Vitis rotundifolia var. rotundifolia,Elbert,13105,NA,4,NA,NA,NA,4
Vitis rotundifolia var. rotundifolia,Lincoln,13181,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Columbia,13073,NA,3,NA,NA,NA,3
Vitis rotundifolia var. rotundifolia,Edgefield,45037,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Aiken,45003,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Burke,13033,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Barnwell,45011,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Screven,13251,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Effingham,13103,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Madison,37115,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Swain,37173,1,1,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Blount,47009,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Cherokee,37039,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Greenville,45045,NA,3,NA,NA,NA,3
Vitis rotundifolia var. rotundifolia,Rutherford,37161,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,York,45091,6,NA,NA,NA,NA,6
Vitis rotundifolia var. rotundifolia,Pickens,45077,NA,15,NA,NA,NA,15
Vitis rotundifolia var. rotundifolia,Chesterfield,45025,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Anson,37007,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Robeson,37155,NA,2,NA,NA,NA,2
