species,projection,buffer_km,SRS_ex,GRS_ex,ERS_ex,FCS_ex,FCS_ex_class,SRS_in,GRS_in,ERS_in,FCS_in,FCS_in_class,FCS_min,FCS_min_class,FCS_max,FCS_max_class,FCS_mean,FCS_mean_class,GRS_ex_SD,GRS_ex_CV,ERS_ex_SD,ERS_ex_CV,FCS_ex_SD,FCS_ex_CV,GRS_in_SD,GRS_in_CV,ERS_in_SD,ERS_in_CV,FCS_in_SD,FCS_in_CV,FCS_min_SD,FCS_min_CV,FCS_max_SD,FCS_max_CV,FCS_mean_SD,FCS_mean_CV
Vitis arizonica,WGS84,100,8.598083711548158,70.79471759341568,73.33333333333333,50.908711546099056,MP,35.99078341013825,21.09693696107827,93.33333333333333,50.14035123484995,MP,50.14035123484995,MP,50.908711546099056,MP,50.52453139047451,MP,30.08493762286348,122.97061598222486,13.824294235551811,24.112141108520603,14.332707675388454,47.566105150978345,0,0,0,0,0,0,14.055698357812453,46.88590633396658,0.34362117743317866,0.68322467543175,7.166353837694228,17.855057307992563
Vitis arizonica,EqualArea,1,8.598083711548158,0.08295511578534696,40,16.2270129424445,UP,35.00459981600736,21.160830318932327,93.33333333333333,49.832921156091004,HP,16.2270129424445,UP,49.832921156091004,HP,33.02996704926775,HP,30.11375201316172,122.99743579614963,12.995725793078618,23.206653201926102,14.076389297781416,47.405189112578775,0,0,0,0,0,0,13.663708876485563,46.359114714358306,0.49227939398053067,0.983514783205335,7.038194648890707,17.7002067388355
Vitis arizonica,EqualArea,5,8.598083711548158,1.3337269822980866,46.666666666666664,18.86615912017097,UP,35.00459981600736,21.160830318932327,93.33333333333333,49.832921156091004,HP,18.86615912017097,UP,49.832921156091004,HP,34.34954013813099,HP,30.11375201316172,122.99743579614963,12.995725793078618,23.206653201926102,14.076389297781416,47.405189112578775,0,0,0,0,0,0,13.663708876485563,46.359114714358306,0.49227939398053067,0.983514783205335,7.038194648890707,17.7002067388355
Vitis arizonica,EqualArea,20,8.598083711548158,11.95572421183775,60,26.851269307795302,HP,35.00459981600736,21.160830318932327,93.33333333333333,49.832921156091004,HP,26.851269307795302,HP,49.832921156091004,HP,38.342095231943155,HP,30.11375201316172,122.99743579614963,12.995725793078618,23.206653201926102,14.076389297781416,47.405189112578775,0,0,0,0,0,0,13.663708876485563,46.359114714358306,0.49227939398053067,0.983514783205335,7.038194648890707,17.7002067388355
Vitis arizonica,EqualArea,50,8.598083711548158,38.1741148026686,60,35.59073283807225,HP,35.00459981600736,21.160830318932327,93.33333333333333,49.832921156091004,HP,35.59073283807225,HP,49.832921156091004,HP,42.71182699708163,HP,30.11375201316172,122.99743579614963,12.995725793078618,23.206653201926102,14.076389297781416,47.405189112578775,0,0,0,0,0,0,13.663708876485563,46.359114714358306,0.49227939398053067,0.983514783205335,7.038194648890707,17.7002067388355
Vitis arizonica,EqualArea,100,8.598083711548158,70.86965698998013,73.33333333333333,50.93369134495387,MP,35.00459981600736,21.160830318932327,93.33333333333333,49.832921156091004,HP,49.832921156091004,HP,50.93369134495387,MP,50.38330625052244,MP,30.11375201316172,122.99743579614963,12.995725793078618,23.206653201926102,14.076389297781416,47.405189112578775,0,0,0,0,0,0,13.663708876485563,46.359114714358306,0.49227939398053067,0.983514783205335,7.038194648890707,17.7002067388355
Vitis baileyana,WGS84,1,0.5681818181818182,0,0,0.18939393939393942,UP,5.47945205479452,3.5907904936334702,90,33.023414182809326,HP,0.18939393939393942,UP,33.023414182809326,HP,16.60640406110163,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis baileyana,WGS84,5,0.5681818181818182,0,0,0.18939393939393942,UP,5.47945205479452,3.5907904936334702,90,33.023414182809326,HP,0.18939393939393942,UP,33.023414182809326,HP,16.60640406110163,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis baileyana,WGS84,20,0.5681818181818182,0,0,0.18939393939393942,UP,5.47945205479452,3.5907904936334702,90,33.023414182809326,HP,0.18939393939393942,UP,33.023414182809326,HP,16.60640406110163,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis baileyana,WGS84,50,0.5681818181818182,0,0,0.18939393939393942,UP,5.47945205479452,3.5907904936334702,90,33.023414182809326,HP,0.18939393939393942,UP,33.023414182809326,HP,16.60640406110163,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
